building_id,building_name,time_period,energy_consumption,energy_type,unit
AT3047(6),鄭江樓南棟公共(揚水、電梯),2023-6,1336,electricity,kWh
AT3047(7),鄭江樓事務組,2023-6,2582,electricity,kWh
AT3047(8),鄭江樓大公(雨廢水、消防),2023-6,315.68,electricity,kWh
AT3049,學新館,2023-6,131117.25,electricity,kWh
AT3010,農機館,2023-6,45571.84,electricity,kWh
AT3013,中非大樓,2023-6,2221.31,electricity,kWh
AT3042,博理館,2023-6,160305.39,electricity,kWh
AT3038(1),社會研究所停車場,2023-6,883.11,electricity,kWh
AT3038(2),社會研究所,2023-6,23830.88,electricity,kWh
AT3037-D,-辛亥大門-,2023-6,1006.19,electricity,kWh
AT3039(1),國發所停車場,2023-6,1365.15,electricity,kWh
AT3039(2),國家發展所大樓,2023-6,8780.63,electricity,kWh
AT3040(1),新聞所停車場,2023-6,984.39,electricity,kWh
AT3040(2),新聞所大樓,2023-6,15410.61,electricity,kWh
AT1025,-水產養殖池-,2023-6,3467.38,electricity,kWh
AT1026,漁業科學館,2023-6,52722.12,electricity,kWh
AT1031,計資中心,2023-6,278103.18,electricity,kWh
AT1032,視聽教育館,2023-6,42609.28,electricity,kWh
AT1035,語言大樓,2023-6,99330.19,electricity,kWh
AT3044(1),霖澤館停車場,2023-6,1355.7,electricity,kWh
AT3044(2),霖澤館,2023-6,42009.55,electricity,kWh
AT3046(1),社科院大樓總錶,2023-6,311748.09,electricity,kWh
AT3045(1),萬才館停車場,2023-6,1161.92,electricity,kWh
AT3045(2),萬才館,2023-6,44508.51,electricity,kWh
KT0032,水源校區總圖(飲水樓),2023-6,23350.16,electricity,kWh
KT0032-1,水源溫室,2023-6,---,electricity,kWh
KT0021,機械工廠,2023-6,20278.5,electricity,kWh
KT0025,澄思樓,2023-6,8206.64,electricity,kWh
KT0026(1),輔具中心,2023-6,0,electricity,kWh
KT0026(2),水源事務組停車場,2023-6,3.29,electricity,kWh
KT0027,育成大樓(水源),2023-6,119256.43,electricity,kWh
KT0029,行政大樓(水源),2023-6,13649.61,electricity,kWh
KT0041,理化大樓(水源),2023-6,5970.28,electricity,kWh
KT0044,育成C,2023-6,1776.02,electricity,kWh
KT0045(2),卓越研究大樓,2023-6,396514,electricity,kWh
AT4030,學生第二活動中心,2023-6,86167.34,electricity,kWh
AT4030-1,管院二號館,2023-6,46696.43,electricity,kWh
AT4024,展書樓,2023-6,70212.69,electricity,kWh
AT4022(1),戲劇廳（鹿嗚堂二樓）,2023-6,---,electricity,kWh
AT4022(2),鹿鳴堂一樓,2023-6,---,electricity,kWh
AT4022-1,-鹿鳴雅舍-,2023-6,---,electricity,kWh
AT4022-2,教職員工聯誼廳,2023-6,---,electricity,kWh
AT4023,地質系,2023-6,127121.21,electricity,kWh
AT4027-A,幼稚園,2023-6,6198.66,electricity,kWh
AT4016,園藝系造園館,2023-6,4793.78,electricity,kWh
AT4020,食科館,2023-6,50245.37,electricity,kWh
AT4021,園產加工廠,2023-6,21120.31,electricity,kWh
AT4034,食科所食品研發大樓,2023-6,24648.81,electricity,kWh
AT4019,大氣系A、B館,2023-6,37699.2,electricity,kWh
AT4032,園藝系精密溫室,2023-6,30345.42,electricity,kWh
AT4032(1),轉殖溫室,2023-6,19793.25,electricity,kWh
AT4032(2),精密溫室,2023-6,10552.17,electricity,kWh
AT4002,環工所,2023-6,41162.44,electricity,kWh
AT4003,工科海洋系,2023-6,78713.56,electricity,kWh
AT4038(1),禮賢樓1樓總用電(不含空調),2023-6,18729.27,electricity,kWh
AT4038(10),禮賢樓8樓總用電,2023-6,8383.86,electricity,kWh
AT4038(11),禮賢樓劇場用電,2023-6,7804.87,electricity,kWh
AT4038(12),禮賢樓大公共用電,2023-6,18200.2,electricity,kWh
AT4038(2),禮賢樓1樓空調用電,2023-6,8495.53,electricity,kWh
AT4038(3),禮賢樓1樓銀行專用迴路,2023-6,2157.68,electricity,kWh
AT4038(4),禮賢樓2樓總用電,2023-6,40155.43,electricity,kWh
AT4038(5),禮賢樓3樓總用電,2023-6,7335.13,electricity,kWh
AT4038(6),禮賢樓4樓總用電,2023-6,8495.84,electricity,kWh
AT4038(7),禮賢樓5樓總用電,2023-6,9650.82,electricity,kWh
AT4038(8),禮賢樓6樓總用電,2023-6,9376.51,electricity,kWh
AT4038(9),禮賢樓7樓總用電,2023-6,9621.47,electricity,kWh
AT5041,動物醫院,2023-6,110365.44,electricity,kWh
AT5037,動科系,2023-6,129295.29,electricity,kWh
AT5014(3),生技中心,2023-6,117838.12,electricity,kWh
AT5039,昆蟲館,2023-6,12724.12,electricity,kWh
AT5043,土木研究大樓,2023-6,89331.06,electricity,kWh
AT6011(1),環安衛中心,2023-6,21630.2,electricity,kWh
AT6011(2),環工所,2023-6,49542.48,electricity,kWh
AT6015,動物實驗中心,2023-6,199791,electricity,kWh
AT3035,國青舍（研三舍）,2023-6,78863.12,electricity,kWh
AT1039,體育館,2023-6,326299.63,electricity,kWh
AT4025,管理學院1號館,2023-6,75410,electricity,kWh
AT4018,地理系,2023-6,27460.02,electricity,kWh
AT4018-A(1),浩翰樓華南銀行,2023-6,6634.22,electricity,kWh
AT4018-A(2),華南銀行司機室,2023-6,639.86,electricity,kWh
AT4018-A(4),浩翰樓,2023-6,62620.66,electricity,kWh
AT4039,立體機車停車場總用電,2023-6,10120.81,electricity,kWh
AT4039(1),立體機車停車場事務組用電(不含大公),2023-6,8028.4,electricity,kWh
AT4039(2),立體機車停車場工科海洋用電(不含大公),2023-6,0,electricity,kWh
AT4039(3),立體機車停車場大公共用電,2023-6,2092.41,electricity,kWh
AT5041-1,獸醫二館,2023-6,53486.31,electricity,kWh
AT4035,明達館,2023-6,89713.97,electricity,kWh
AT4035(1),明達館停車場,2023-6,1343.99,electricity,kWh
AT4035(3),明達2F保管組場地,2023-6,5587.51,electricity,kWh
AT4035(5),玉山台大AI暨金融科技研發中心,2023-6,2302.73,electricity,kWh
AT4031(1),生科館停車場,2023-6,1622.53,electricity,kWh
AT4031(3),生科館,2023-6,504853.55,electricity,kWh
AT4038,禮賢樓總用電,2023-6,146248.93,electricity,kWh
BT1010,經研大樓,2023-6,2922.05,electricity,kWh
BT1011,徐州校區國際會議廳,2023-6,613.47,electricity,kWh
BT1012,法學院社科圖書館,2023-6,817.81,electricity,kWh
AT4010,農業試驗場,2023-6,27020.25,electricity,kWh
AT4010-B,種子研究室,2023-6,863.92,electricity,kWh
AT4009-A,人工氣候室,2023-6,108575.27,electricity,kWh
AT1018,數學館,2023-7,20018.46,electricity,kWh
AT1019,新數學研究中心,2023-7,7988.5,electricity,kWh
AT1020,-新生大樓-,2023-7,30421.06,electricity,kWh
AN1022,生化所,2023-7,98610.88,electricity,kWh
AT1023,電機一館,2023-7,58300.36,electricity,kWh
AT1040,化學館,2023-7,382553.15,electricity,kWh
AT1040(1),貴儀中心氦液化機用電,2023-7,8747.44,electricity,kWh
AT1040(2),化學館(不含貴儀中心氦液化機用電),2023-7,373805.71,electricity,kWh
AT1042,積學館,2023-7,287565.57,electricity,kWh
AT1044,博雅館,2023-7,64550.9,electricity,kWh
AT1017,思亮館,2023-7,50650.26,electricity,kWh
AN1024,-原分所-,2023-7,304982.09,electricity,kWh
AT1038(1),物理學系/凝態中心停車場,2023-7,5350.84,electricity,kWh
AT1038(2),凝態物理科學館,2023-7,615420.5,electricity,kWh
AT1033,心理南研究大樓,2023-7,11635.5,electricity,kWh
AT1027(1),女八九舍(含女九餐廳),2023-7,49880,electricity,kWh
AT1034,心理系北館,2023-7,45659.81,electricity,kWh
AT1036,應用力學研究大樓,2023-7,158461.4,electricity,kWh
AT1037,工學院綜合大樓,2023-7,361429.02,electricity,kWh
AT2025,研一女,2023-7,17132.96,electricity,kWh
AT2026,研一男,2023-7,68370.07,electricity,kWh
AT5017,男一舍,2023-7,57806.48,electricity,kWh
AT5017-A,男一舍外大餐廳,2023-7,27963.33,electricity,kWh
AT5018,男三舍,2023-7,46999.15,electricity,kWh
AT5019,男五舍,2023-7,26038.66,electricity,kWh
AT5021,男七舍,2023-7,44999.57,electricity,kWh
AT5001,男八舍,2023-7,76967.41,electricity,kWh
AT5002,男六舍,2023-7,39956.42,electricity,kWh
AT2023,大一女舍,2023-7,96191.66,electricity,kWh
AT1004 ,全球變遷中心,2023-7,80502.59,electricity,kWh
AT1011,海洋研究所,2023-7,113227.39,electricity,kWh
AT1005,游泳池,2023-7,16208.97,electricity,kWh
AT1006,舊體育館,2023-7,15949.33,electricity,kWh
AT1009(1),-闈場-,2023-7,4991.63,electricity,kWh
AT1009(2),普通大樓,2023-7,41622.8,electricity,kWh
AT1015,小福樓,2023-7,47896.22,electricity,kWh
AT2007,化學工程館,2023-7,102580.45,electricity,kWh
AT2008,土木館,2023-7,38704.87,electricity,kWh
AT2006,文學院,2023-7,43808.18,electricity,kWh
AT1002-A,司令台,2023-7,1463.77,electricity,kWh
AT2001,農業陳列館,2023-7,11168.81,electricity,kWh
AT2005(1),校史館,2023-7,14383.69,electricity,kWh
AT2005(2),人類學博物館,2023-7,72266.96,electricity,kWh
AT2005(3),舊總圖,2023-7,23746.28,electricity,kWh
AT2005-1,樂學館,2023-7,12034.86,electricity,kWh
AT1041(1),新南球場,2023-7,4716.62,electricity,kWh
AT1041(2),新月台,2023-7,---,electricity,kWh
AT1041(3),新南停車場,2023-7,---,electricity,kWh
AT1041(4),紅土網球場,2023-7,396.74,electricity,kWh
AT1041(8),新月台揚水及汙水泵用電,2023-7,703.11,electricity,kWh
AT2022,女五舍,2023-7,7799,electricity,kWh
AT2028,三號館,2023-7,75611.57,electricity,kWh
AT2028-A,-電子顯微鏡館-,2023-7,7884.67,electricity,kWh
AT2029,農化二館暨行政大樓,2023-7,34439.75,electricity,kWh
AT2030-B,性別平等教育委員會,2023-7,365.64,electricity,kWh
AT2030-D,物理系液氮機室,2023-7,239.81,electricity,kWh
AT4026,-推廣中心-,2023-7,32950.7,electricity,kWh
AT4026-4,-城鄉所-,2023-7,5936.64,electricity,kWh
AT2004-F,大門口警衛室,2023-7,1113.3,electricity,kWh
AT2015,一號館,2023-7,89374.01,electricity,kWh
AT2015(1),一號館1F(戲劇系),2023-7,3266.09,electricity,kWh
AT2015(2),一號館2F,2023-7,25911.8,electricity,kWh
AT2015(3),一號館3F,2023-7,60196.12,electricity,kWh
AT2015-A,動物標本館,2023-7,1351.38,electricity,kWh
AT2016,漁業陳列館,2023-7,1811.73,electricity,kWh
AT2016-A,-漁業生物實驗室-,2023-7,72.76,electricity,kWh
AT2017,女一舍,2023-7,36313.88,electricity,kWh
AT2018,女三舍,2023-7,32619.07,electricity,kWh
AT2019,女二舍,2023-7,47878.64,electricity,kWh
AT2020,植物病毒研究室,2023-7,1726.04,electricity,kWh
AT2020-C,植物溫室,2023-7,3210.66,electricity,kWh
AT2021,植物標本館,2023-7,6770.13,electricity,kWh
2C_L1,椰林大道路燈前段,2023-7,1694.13,electricity,kWh
AT2018-A,雜工班,2023-7,3068.45,electricity,kWh
AT2027,二號館,2023-7,184853.5,electricity,kWh
AT2027(1),2號館1F,2023-7,10997.57,electricity,kWh
AT2027(2),2號館2F,2023-7,59788.61,electricity,kWh
AT2027(3),2號館3F,2023-7,87750.53,electricity,kWh
AT2030,農化系食品工廠,2023-7,9686.15,electricity,kWh
AT2031(1),化工光電晶體實驗室,2023-7,943.38,electricity,kWh
AT2031(2),生醫材料(陶瓷)實驗室,2023-7,0,electricity,kWh
AT2031(3),綠色化學實驗室,2023-7,309.33,electricity,kWh
AT2031(4),職涯中心,2023-7,910.05,electricity,kWh
AT2031(5),學生心理輔導中心,2023-7,98.11,electricity,kWh
AT2031-A,望樂樓,2023-7,7250.38,electricity,kWh
AT2032-1(A),行政大樓教務處資訊室,2023-7,13012.64,electricity,kWh
AT2033(2),農化系實驗室,2023-7,28831.28,electricity,kWh
AT2034(2),夜間部大樓,2023-7,0,electricity,kWh
AT2034-B,保管組倉庫,2023-7,75.27,electricity,kWh
AT2034-C,小小福,2023-7,17260.57,electricity,kWh
AT2038-B,舟山路崗亭,2023-7,2727,electricity,kWh
AT2032,行政大樓前棟,2023-7,6903.04,electricity,kWh
AT2032-1,行政大樓後棟,2023-7,43063.16,electricity,kWh
AT2032-A,第一會議室,2023-7,1214.18,electricity,kWh
AT2035,四號館,2023-7,47120.34,electricity,kWh
AT2036,五號館,2023-7,19249.41,electricity,kWh
AT2037(1),農綜館,2023-7,35472.17,electricity,kWh
AT2037(2),植物工廠,2023-7,6882.25,electricity,kWh
AT2038,共同教室,2023-7,40865.81,electricity,kWh
AT2038-A,農產品中心,2023-7,7737.06,electricity,kWh
AT2040,生工系實驗室,2023-7,5349.84,electricity,kWh
AT2041,農化系土壤研究室,2023-7,7168.38,electricity,kWh
AT2042,森林館,2023-7,31196.19,electricity,kWh
AT2043,水工試驗所,2023-7,6853.78,electricity,kWh
AT2044-A,水工試驗所馬達房,2023-7,550.72,electricity,kWh
AT2045,保健中心,2023-7,8490.25,electricity,kWh
AT2046,林產館,2023-7,27666.84,electricity,kWh
AT2047,航空測量館,2023-7,7690.28,electricity,kWh
4B_L1,停車場路燈,2023-7,1884.69,electricity,kWh
AT4029,管理學院教學館,2023-7,34989.36,electricity,kWh
AT4029-A,原教堂(藝文中心),2023-7,5817.64,electricity,kWh
AT4029-B,多功能生活廳,2023-7,---,electricity,kWh
AT2044,水工大樓,2023-7,27376.09,electricity,kWh
AT2048,園藝系花卉館,2023-7,27539.82,electricity,kWh
AT3041,總圖書館,2023-7,624346.12,electricity,kWh
AT3001,資訊工程館,2023-7,241132.74,electricity,kWh
AT3002,-機械臨時工廠-,2023-7,6040.95,electricity,kWh
AT3003(1),電機二館,2023-7,520908.31,electricity,kWh
AT3003(2),聯合研究中心,2023-7,21708.82,electricity,kWh
AT3005,獸醫一館,2023-7,79414,electricity,kWh
AT3043,獸醫三館,2023-7,45426.5,electricity,kWh
AT1029,志鴻館,2023-7,---,electricity,kWh
AT1030,機械舊館,2023-7,---,electricity,kWh
3E_L1,振興草坪路燈,2023-7,172.34,electricity,kWh
3E_L2,水杉道路燈,2023-7,0,electricity,kWh
AT2009,綜合教室,2023-7,0,electricity,kWh
AT2010,圖書資訊館,2023-7,16747.93,electricity,kWh
AT2011,第一活動中心,2023-7,89445.38,electricity,kWh
AT2012,農藝館,2023-7,70282.08,electricity,kWh
AT2049(1),教學二期大樓(不含圖書館書庫),2023-7,32075.07,electricity,kWh
AT2049(2),圖書館書庫,2023-7,54326.44,electricity,kWh
AT3047(1),鄭江樓北棟化工系(不含大公),2023-7,207907.59,electricity,kWh
AT3047(2),鄭江樓南棟生機系(不含公共),2023-7,33240.94,electricity,kWh
AT3047(3),鄭江樓南棟6樓保管組(不含公共),2023-7,1942.45,electricity,kWh
AT3047(4),鄭江樓南棟7樓保管組(不含公共),2023-7,4526.88,electricity,kWh
AT3047(5),鄭江樓南棟空調,2023-7,31757.64,electricity,kWh
AT3047(6),鄭江樓南棟公共(揚水、電梯),2023-7,1458.78,electricity,kWh
AT3047(7),鄭江樓事務組,2023-7,2680.62,electricity,kWh
AT3047(8),鄭江樓大公(雨廢水、消防),2023-7,269.34,electricity,kWh
AT3049,學新館,2023-7,150172.63,electricity,kWh
AT3010,農機館,2023-7,54542.56,electricity,kWh
AT3013,中非大樓,2023-7,2212.44,electricity,kWh
AT3042,博理館,2023-7,168771.34,electricity,kWh
AT3038(1),社會研究所停車場,2023-7,962.18,electricity,kWh
AT3038(2),社會研究所,2023-7,33177.31,electricity,kWh
AT3037-D,-辛亥大門-,2023-7,1187.28,electricity,kWh
AT3039(1),國發所停車場,2023-7,1378.75,electricity,kWh
AT3039(2),國家發展所大樓,2023-7,9384.5,electricity,kWh
AT3040(1),新聞所停車場,2023-7,1065.25,electricity,kWh
AT3040(2),新聞所大樓,2023-7,16290.31,electricity,kWh
AT1025,-水產養殖池-,2023-7,3625.61,electricity,kWh
AT1026,漁業科學館,2023-7,58586.38,electricity,kWh
AT1031,計資中心,2023-7,289143.78,electricity,kWh
AT1032,視聽教育館,2023-7,51056.37,electricity,kWh
AT1035,語言大樓,2023-7,113908.51,electricity,kWh
AT3044(1),霖澤館停車場,2023-7,1390.1,electricity,kWh
AT3044(2),霖澤館,2023-7,47426.93,electricity,kWh
AT3046(1),社科院大樓總錶,2023-7,338932.22,electricity,kWh
AT3045(1),萬才館停車場,2023-7,1185.55,electricity,kWh
AT3045(2),萬才館,2023-7,43025.14,electricity,kWh
KT0032,水源校區總圖(飲水樓),2023-7,24308.46,electricity,kWh
KT0032-1,水源溫室,2023-7,---,electricity,kWh
KT0021,機械工廠,2023-7,16510.92,electricity,kWh
KT0025,澄思樓,2023-7,9412.78,electricity,kWh
KT0026(1),輔具中心,2023-7,0,electricity,kWh
KT0026(2),水源事務組停車場,2023-7,3.39,electricity,kWh
KT0027,育成大樓(水源),2023-7,129856.89,electricity,kWh
KT0029,行政大樓(水源),2023-7,16766.67,electricity,kWh
KT0041,理化大樓(水源),2023-7,11809.02,electricity,kWh
KT0044,育成C,2023-7,1929.81,electricity,kWh
KT0045(2),卓越研究大樓,2023-7,442860,electricity,kWh
AT4030,學生第二活動中心,2023-7,54209.87,electricity,kWh
AT4030-1,管院二號館,2023-7,49739.76,electricity,kWh
AT4024,展書樓,2023-7,82862.23,electricity,kWh
AT4022(1),戲劇廳（鹿嗚堂二樓）,2023-7,---,electricity,kWh
AT4022(2),鹿鳴堂一樓,2023-7,---,electricity,kWh
AT4022-1,-鹿鳴雅舍-,2023-7,---,electricity,kWh
AT4022-2,教職員工聯誼廳,2023-7,---,electricity,kWh
AT4023,地質系,2023-7,136454.14,electricity,kWh
AT4027-A,幼稚園,2023-7,6638.62,electricity,kWh
AT4016,園藝系造園館,2023-7,6397.03,electricity,kWh
AT4020,食科館,2023-7,54233.63,electricity,kWh
AT4021,園產加工廠,2023-7,24526.41,electricity,kWh
AT4034,食科所食品研發大樓,2023-7,28459.75,electricity,kWh
AT4019,大氣系A、B館,2023-7,40663.44,electricity,kWh
AT4032,園藝系精密溫室,2023-7,34208.2,electricity,kWh
AT4032(1),轉殖溫室,2023-7,23480.54,electricity,kWh
AT4032(2),精密溫室,2023-7,10727.66,electricity,kWh
AT4002,環工所,2023-7,47310.84,electricity,kWh
AT4003,工科海洋系,2023-7,85933.66,electricity,kWh
AT4038(1),禮賢樓1樓總用電(不含空調),2023-7,20681.96,electricity,kWh
AT4038(10),禮賢樓8樓總用電,2023-7,9473.92,electricity,kWh
AT4038(11),禮賢樓劇場用電,2023-7,5284.72,electricity,kWh
AT4038(12),禮賢樓大公共用電,2023-7,20471.97,electricity,kWh
AT4038(2),禮賢樓1樓空調用電,2023-7,10226.69,electricity,kWh
AT4038(3),禮賢樓1樓銀行專用迴路,2023-7,2289.2,electricity,kWh
AT4038(4),禮賢樓2樓總用電,2023-7,44062.31,electricity,kWh
AT4038(5),禮賢樓3樓總用電,2023-7,7695.42,electricity,kWh
AT4038(6),禮賢樓4樓總用電,2023-7,10214.79,electricity,kWh
AT4038(7),禮賢樓5樓總用電,2023-7,11261.25,electricity,kWh
AT4038(8),禮賢樓6樓總用電,2023-7,10249.68,electricity,kWh
AT4038(9),禮賢樓7樓總用電,2023-7,10148.66,electricity,kWh
AT5041,動物醫院,2023-7,125332.06,electricity,kWh
AT5037,動科系,2023-7,141243.79,electricity,kWh
AT5014(3),生技中心,2023-7,135493.75,electricity,kWh
AT5039,昆蟲館,2023-7,14121.96,electricity,kWh
AT5043,土木研究大樓,2023-7,94359.37,electricity,kWh
AT6011(1),環安衛中心,2023-7,25134.45,electricity,kWh
AT6011(2),環工所,2023-7,53370.37,electricity,kWh
AT6015,動物實驗中心,2023-7,218199.81,electricity,kWh
AT3035,國青舍（研三舍）,2023-7,80364.69,electricity,kWh
AT1039,體育館,2023-7,383102.12,electricity,kWh
AT4025,管理學院1號館,2023-7,80251.44,electricity,kWh
AT4018,地理系,2023-7,29123.85,electricity,kWh
AT4018-A(1),浩翰樓華南銀行,2023-7,6963.31,electricity,kWh
AT4018-A(2),華南銀行司機室,2023-7,595.05,electricity,kWh
AT4018-A(4),浩翰樓,2023-7,69577.94,electricity,kWh
AT4039,立體機車停車場總用電,2023-7,10745.82,electricity,kWh
AT4039(1),立體機車停車場事務組用電(不含大公),2023-7,8804.4,electricity,kWh
AT4039(2),立體機車停車場工科海洋用電(不含大公),2023-7,0,electricity,kWh
AT4039(3),立體機車停車場大公共用電,2023-7,1941.42,electricity,kWh
AT5041-1,獸醫二館,2023-7,59829,electricity,kWh
AT4035,明達館,2023-7,99359.12,electricity,kWh
AT4035(1),明達館停車場,2023-7,1198.21,electricity,kWh
AT4035(3),明達2F保管組場地,2023-7,6113.4,electricity,kWh
AT4035(5),玉山台大AI暨金融科技研發中心,2023-7,2515.67,electricity,kWh
AT4031(1),生科館停車場,2023-7,1786.44,electricity,kWh
AT4031(3),生科館,2023-7,530283.21,electricity,kWh
AT4038,禮賢樓總用電,2023-7,159192.63,electricity,kWh
BT1010,經研大樓,2023-7,3030.85,electricity,kWh
BT1011,徐州校區國際會議廳,2023-7,619.05,electricity,kWh
BT1012,法學院社科圖書館,2023-7,840.62,electricity,kWh
AT4010,農業試驗場,2023-7,29351.44,electricity,kWh
AT4010-B,種子研究室,2023-7,948.27,electricity,kWh
AT4009-A,人工氣候室,2023-7,113496.86,electricity,kWh
AT1018,數學館,2023-8,19611.28,electricity,kWh
AT1019,新數學研究中心,2023-8,8843.75,electricity,kWh
AT1020,-新生大樓-,2023-8,28050.88,electricity,kWh
AN1022,生化所,2023-8,94305.4,electricity,kWh
AT1023,電機一館,2023-8,49787.58,electricity,kWh
AT1040,化學館,2023-8,375622.68,electricity,kWh
AT1040(1),貴儀中心氦液化機用電,2023-8,1169.37,electricity,kWh
AT1040(2),化學館(不含貴儀中心氦液化機用電),2023-8,374453.31,electricity,kWh
AT1042,積學館,2023-8,279644.25,electricity,kWh
AT1044,博雅館,2023-8,66915.4,electricity,kWh
AT1017,思亮館,2023-8,55677.64,electricity,kWh
AN1024,-原分所-,2023-8,310674.59,electricity,kWh
AT1038(1),物理學系/凝態中心停車場,2023-8,5293.66,electricity,kWh
AT1038(2),凝態物理科學館,2023-8,592364.43,electricity,kWh
AT1033,心理南研究大樓,2023-8,8388.81,electricity,kWh
AT1027(1),女八九舍(含女九餐廳),2023-8,48251.37,electricity,kWh
AT1034,心理系北館,2023-8,43798.75,electricity,kWh
AT1036,應用力學研究大樓,2023-8,170394.44,electricity,kWh
AT1037,工學院綜合大樓,2023-8,342086.03,electricity,kWh
AT2025,研一女,2023-8,16231.32,electricity,kWh
AT2026,研一男,2023-8,61845.97,electricity,kWh
AT5017,男一舍,2023-8,44875.22,electricity,kWh
AT5017-A,男一舍外大餐廳,2023-8,26685.12,electricity,kWh
AT5018,男三舍,2023-8,44479.03,electricity,kWh
AT5019,男五舍,2023-8,23900.22,electricity,kWh
AT5021,男七舍,2023-8,41296.03,electricity,kWh
AT5001,男八舍,2023-8,68497.21,electricity,kWh
AT5002,男六舍,2023-8,37593.7,electricity,kWh
AT2023,大一女舍,2023-8,84464.31,electricity,kWh
AT1004 ,全球變遷中心,2023-8,78439.1,electricity,kWh
AT1011,海洋研究所,2023-8,113984.5,electricity,kWh
AT1005,游泳池,2023-8,16980.59,electricity,kWh
AT1006,舊體育館,2023-8,16121.91,electricity,kWh
AT1009(1),-闈場-,2023-8,2656.17,electricity,kWh
AT1009(2),普通大樓,2023-8,32264.91,electricity,kWh
AT1015,小福樓,2023-8,52226.51,electricity,kWh
AT2007,化學工程館,2023-8,91542.4,electricity,kWh
AT2008,土木館,2023-8,36843.38,electricity,kWh
AT2006,文學院,2023-8,36682.75,electricity,kWh
AT1002-A,司令台,2023-8,1451.53,electricity,kWh
AT2001,農業陳列館,2023-8,10035.06,electricity,kWh
AT2005(1),校史館,2023-8,16343.51,electricity,kWh
AT2005(2),人類學博物館,2023-8,72199.88,electricity,kWh
AT2005(3),舊總圖,2023-8,23950.81,electricity,kWh
AT2005-1,樂學館,2023-8,11200.18,electricity,kWh
AT1041(1),新南球場,2023-8,4981.92,electricity,kWh
AT1041(2),新月台,2023-8,---,electricity,kWh
AT1041(3),新南停車場,2023-8,---,electricity,kWh
AT1041(4),紅土網球場,2023-8,306.34,electricity,kWh
AT1041(8),新月台揚水及汙水泵用電,2023-8,705.34,electricity,kWh
AT2022,女五舍,2023-8,7443.87,electricity,kWh
AT2028,三號館,2023-8,69113.22,electricity,kWh
AT2028-A,-電子顯微鏡館-,2023-8,7489.42,electricity,kWh
AT2029,農化二館暨行政大樓,2023-8,32194.12,electricity,kWh
AT2030-B,性別平等教育委員會,2023-8,212.5,electricity,kWh
AT2030-D,物理系液氮機室,2023-8,140.24,electricity,kWh
AT4026,-推廣中心-,2023-8,28171.82,electricity,kWh
AT4026-4,-城鄉所-,2023-8,4890.09,electricity,kWh
AT2004-F,大門口警衛室,2023-8,957.54,electricity,kWh
AT2015,一號館,2023-8,87210.29,electricity,kWh
AT2015(1),一號館1F(戲劇系),2023-8,4230.73,electricity,kWh
AT2015(2),一號館2F,2023-8,25678.6,electricity,kWh
AT2015(3),一號館3F,2023-8,57300.96,electricity,kWh
AT2015-A,動物標本館,2023-8,1249.29,electricity,kWh
AT2016,漁業陳列館,2023-8,1576.01,electricity,kWh
AT2016-A,-漁業生物實驗室-,2023-8,73,electricity,kWh
AT2017,女一舍,2023-8,34749.18,electricity,kWh
AT2018,女三舍,2023-8,28946.17,electricity,kWh
AT2019,女二舍,2023-8,42514.51,electricity,kWh
AT2020,植物病毒研究室,2023-8,2312.37,electricity,kWh
AT2020-C,植物溫室,2023-8,2956.36,electricity,kWh
AT2021,植物標本館,2023-8,5484.56,electricity,kWh
2C_L1,椰林大道路燈前段,2023-8,1721.39,electricity,kWh
AT2018-A,雜工班,2023-8,3292.64,electricity,kWh
AT2027,二號館,2023-8,164856.18,electricity,kWh
AT2027(1),2號館1F,2023-8,10966.54,electricity,kWh
AT2027(2),2號館2F,2023-8,50372.36,electricity,kWh
AT2027(3),2號館3F,2023-8,80181.22,electricity,kWh
AT2030,農化系食品工廠,2023-8,9225.88,electricity,kWh
AT2031(1),化工光電晶體實驗室,2023-8,1003.35,electricity,kWh
AT2031(2),生醫材料(陶瓷)實驗室,2023-8,0,electricity,kWh
AT2031(3),綠色化學實驗室,2023-8,308.63,electricity,kWh
AT2031(4),職涯中心,2023-8,939.6,electricity,kWh
AT2031(5),學生心理輔導中心,2023-8,100.21,electricity,kWh
AT2031-A,望樂樓,2023-8,7306.68,electricity,kWh
AT2032-1(A),行政大樓教務處資訊室,2023-8,13052.69,electricity,kWh
AT2033(2),農化系實驗室,2023-8,26365.15,electricity,kWh
AT2034(2),夜間部大樓,2023-8,0,electricity,kWh
AT2034-B,保管組倉庫,2023-8,81.51,electricity,kWh
AT2034-C,小小福,2023-8,14889.5,electricity,kWh
AT2038-B,舟山路崗亭,2023-8,2737.06,electricity,kWh
AT2032,行政大樓前棟,2023-8,6977.6,electricity,kWh
AT2032-1,行政大樓後棟,2023-8,44311.94,electricity,kWh
AT2032-A,第一會議室,2023-8,1670.26,electricity,kWh
AT2035,四號館,2023-8,47097.27,electricity,kWh
AT2036,五號館,2023-8,18539.35,electricity,kWh
AT2037(1),農綜館,2023-8,32224.74,electricity,kWh
AT2037(2),植物工廠,2023-8,7589.94,electricity,kWh
AT2038,共同教室,2023-8,41708.07,electricity,kWh
AT2038-A,農產品中心,2023-8,7730.25,electricity,kWh
AT2040,生工系實驗室,2023-8,5328,electricity,kWh
AT2041,農化系土壤研究室,2023-8,8745.35,electricity,kWh
AT2042,森林館,2023-8,31360.44,electricity,kWh
AT2043,水工試驗所,2023-8,6245.84,electricity,kWh
